怪物ID,怪物类型,怪物所在的格子,掉落包ID,怪物序号,关卡ID备注,副本ID备注,地图名备注,副本名称备注,,,,,,,,,
50524,1034,5,1002,4,5052,505,京城,皇宫(5),,,,,,,,,
50525,1035,1,1001,5,5052,505,京城,皇宫(5),,,,,,,,,
50526,1032,7,1002,6,5052,505,京城,皇宫(5),,,,,,,,,
50527,1033,10,1001,7,5052,505,京城,皇宫(5),,,,,,,,,
50528,1034,11,1002,8,5052,505,京城,皇宫(5),,,,,,,,,
50529,1035,12,1001,9,5052,505,京城,皇宫(5),,,,,,,,,
50531,1036,3,1002,1,5053,505,京城,皇宫(5),,,,,,,,,
50532,1037,9,1001,2,5053,505,京城,皇宫(5),,,,,,,,,
50533,1038,5,1002,3,5053,505,京城,皇宫(5),,,,,,,,,
50534,1039,8,1001,4,5053,505,京城,皇宫(5),,,,,,,,,
50535,1040,7,1002,5,5053,505,京城,皇宫(5),,,,,,,,,
50536,1037,1,1001,6,5053,505,京城,皇宫(5),,,,,,,,,
50537,1038,10,1002,7,5053,505,京城,皇宫(5),,,,,,,,,
50538,1039,11,1001,8,5053,505,京城,皇宫(5),,,,,,,,,
50539,1040,12,1002,9,5053,505,京城,皇宫(5),,,,,,,,,
50611,1041,6,1001,1,5061,506,京城,皇宫(6),,,,,,,,,
50612,1042,2,1002,2,5061,506,京城,皇宫(6),,,,,,,,,
50613,1043,5,1001,3,5061,506,京城,皇宫(6),,,,,,,,,
50614,1044,8,1002,4,5061,506,京城,皇宫(6),,,,,,,,,
50615,1045,4,1001,5,5061,506,京城,皇宫(6),,,,,,,,,
50616,1042,7,1002,6,5061,506,京城,皇宫(6),,,,,,,,,
50617,1043,10,1001,7,5061,506,京城,皇宫(6),,,,,,,,,
50618,1044,11,1002,8,5061,506,京城,皇宫(6),,,,,,,,,
50619,1045,12,1001,9,5061,506,京城,皇宫(6),,,,,,,,,
50621,1046,3,1002,1,5062,506,京城,皇宫(6),,,,,,,,,
50622,1047,6,1001,2,5062,506,京城,皇宫(6),,,,,,,,,
50623,1048,9,1002,3,5062,506,京城,皇宫(6),,,,,,,,,
50624,1049,5,1001,4,5062,506,京城,皇宫(6),,,,,,,,,
50625,1050,4,1002,5,5062,506,京城,皇宫(6),,,,,,,,,
50626,1047,7,1001,6,5062,506,京城,皇宫(6),,,,,,,,,
50627,1048,10,1002,7,5062,506,京城,皇宫(6),,,,,,,,,
50628,1049,11,1001,8,5062,506,京城,皇宫(6),,,,,,,,,
50629,1050,12,1002,9,5062,506,京城,皇宫(6),,,,,,,,,
50631,1051,6,1001,1,5063,506,京城,皇宫(6),,,,,,,,,
50632,1052,5,1002,2,5063,506,京城,皇宫(6),,,,,,,,,
50633,1053,1,1001,3,5063,506,京城,皇宫(6),,,,,,,,,
50634,1054,4,1002,4,5063,506,京城,皇宫(6),,,,,,,,,
50635,1055,7,1001,5,5063,506,京城,皇宫(6),,,,,,,,,
50636,1052,8,1002,6,5063,506,京城,皇宫(6),,,,,,,,,
50637,1053,10,1001,7,5063,506,京城,皇宫(6),,,,,,,,,
50638,1054,11,1002,8,5063,506,京城,皇宫(6),,,,,,,,,
50639,1055,12,1001,9,5063,506,京城,皇宫(6),,,,,,,,,
50711,1056,3,1002,1,5071,507,京城,尚书府后山(1),,,,,,,,,
50712,1057,9,1001,2,5071,507,京城,尚书府后山(1),,,,,,,,,
50713,1058,5,1002,3,5071,507,京城,尚书府后山(1),,,,,,,,,
50714,1059,1,1001,4,5071,507,京城,尚书府后山(1),,,,,,,,,
50715,1060,4,1002,5,5071,507,京城,尚书府后山(1),,,,,,,,,
50716,1057,8,1001,6,5071,507,京城,尚书府后山(1),,,,,,,,,
50717,1058,10,1002,7,5071,507,京城,尚书府后山(1),,,,,,,,,
50718,1059,11,1001,8,5071,507,京城,尚书府后山(1),,,,,,,,,
50719,1060,12,1002,9,5071,507,京城,尚书府后山(1),,,,,,,,,
50721,1061,3,1001,1,5072,507,京城,尚书府后山(1),,,,,,,,,
50722,1062,9,1002,2,5072,507,京城,尚书府后山(1),,,,,,,,,
50723,1063,5,1001,3,5072,507,京城,尚书府后山(1),,,,,,,,,
50724,1064,4,1002,4,5072,507,京城,尚书府后山(1),,,,,,,,,
50725,1065,7,1001,5,5072,507,京城,尚书府后山(1),,,,,,,,,
50726,1062,8,1002,6,5072,507,京城,尚书府后山(1),,,,,,,,,
50727,1063,10,1001,7,5072,507,京城,尚书府后山(1),,,,,,,,,
50728,1064,11,1002,8,5072,507,京城,尚书府后山(1),,,,,,,,,
50729,1065,12,1001,9,5072,507,京城,尚书府后山(1),,,,,,,,,
50731,1066,9,1002,1,5073,507,京城,尚书府后山(1),,,,,,,,,
50732,1067,5,1001,2,5073,507,京城,尚书府后山(1),,,,,,,,,
50733,1068,8,1002,3,5073,507,京城,尚书府后山(1),,,,,,,,,
50734,1069,1,1001,4,5073,507,京城,尚书府后山(1),,,,,,,,,
50735,1070,7,1002,5,5073,507,京城,尚书府后山(1),,,,,,,,,
50736,1067,2,1001,6,5073,507,京城,尚书府后山(1),,,,,,,,,
50737,1068,10,1002,7,5073,507,京城,尚书府后山(1),,,,,,,,,
50738,1069,11,1001,8,5073,507,京城,尚书府后山(1),,,,,,,,,
50739,1070,12,1002,9,5073,507,京城,尚书府后山(1),,,,,,,,,
50811,1071,3,1001,1,5081,508,京城,尚书府后山(2),,,,,,,,,
50812,1072,2,1002,2,5081,508,京城,尚书府后山(2),,,,,,,,,
50813,1073,5,1001,3,5081,508,京城,尚书府后山(2),,,,,,,,,
50814,1074,1,1002,4,5081,508,京城,尚书府后山(2),,,,,,,,,
50815,1075,4,1001,5,5081,508,京城,尚书府后山(2),,,,,,,,,
50816,1072,7,1002,6,5081,508,京城,尚书府后山(2),,,,,,,,,
50817,1073,10,1001,7,5081,508,京城,尚书府后山(2),,,,,,,,,
50818,1074,11,1002,8,5081,508,京城,尚书府后山(2),,,,,,,,,
50819,1075,12,1001,9,5081,508,京城,尚书府后山(2),,,,,,,,,
50821,1076,9,1002,1,5082,508,京城,尚书府后山(2),,,,,,,,,
50822,1077,5,1001,2,5082,508,京城,尚书府后山(2),,,,,,,,,
50823,1078,8,1002,3,5082,508,京城,尚书府后山(2),,,,,,,,,
50824,1079,4,1001,4,5082,508,京城,尚书府后山(2),,,,,,,,,
50825,1080,7,1002,5,5082,508,京城,尚书府后山(2),,,,,,,,,
50826,1077,1,1001,6,5082,508,京城,尚书府后山(2),,,,,,,,,
50827,1078,10,1002,7,5082,508,京城,尚书府后山(2),,,,,,,,,
50828,1079,11,1001,8,5082,508,京城,尚书府后山(2),,,,,,,,,
50829,1080,12,1002,9,5082,508,京城,尚书府后山(2),,,,,,,,,
50831,1001,3,1001,1,5083,508,京城,尚书府后山(2),,,,,,,,,
50832,1002,9,1002,2,5083,508,京城,尚书府后山(2),,,,,,,,,
50833,1003,5,1001,3,5083,508,京城,尚书府后山(2),,,,,,,,,
50834,1004,1,1002,4,5083,508,京城,尚书府后山(2),,,,,,,,,
50835,1005,7,1001,5,5083,508,京城,尚书府后山(2),,,,,,,,,
50836,1002,8,1002,6,5083,508,京城,尚书府后山(2),,,,,,,,,
50837,1003,10,1001,7,5083,508,京城,尚书府后山(2),,,,,,,,,
50838,1004,11,1002,8,5083,508,京城,尚书府后山(2),,,,,,,,,
50839,1005,12,1001,9,5083,508,京城,尚书府后山(2),,,,,,,,,
50911,1006,3,1002,1,5091,509,京城,尚书府后山(3),,,,,,,,,
50912,1007,9,1001,2,5091,509,京城,尚书府后山(3),,,,,,,,,
50913,1008,2,1002,3,5091,509,京城,尚书府后山(3),,,,,,,,,
50914,1009,5,1001,4,5091,509,京城,尚书府后山(3),,,,,,,,,
50915,1010,1,1002,5,5091,509,京城,尚书府后山(3),,,,,,,,,
50916,1007,7,1001,6,5091,509,京城,尚书府后山(3),,,,,,,,,
50917,1008,10,1002,7,5091,509,京城,尚书府后山(3),,,,,,,,,
50918,1009,11,1001,8,5091,509,京城,尚书府后山(3),,,,,,,,,
50919,1010,12,1002,9,5091,509,京城,尚书府后山(3),,,,,,,,,
50921,1011,3,1001,1,5092,509,京城,尚书府后山(3),,,,,,,,,
50922,1012,9,1002,2,5092,509,京城,尚书府后山(3),,,,,,,,,
50923,1013,5,1001,3,5092,509,京城,尚书府后山(3),,,,,,,,,
50924,1014,8,1002,4,5092,509,京城,尚书府后山(3),,,,,,,,,
50925,1015,7,1001,5,5092,509,京城,尚书府后山(3),,,,,,,,,
50926,1012,1,1002,6,5092,509,京城,尚书府后山(3),,,,,,,,,
50927,1013,10,1001,7,5092,509,京城,尚书府后山(3),,,,,,,,,
50928,1014,11,1002,8,5092,509,京城,尚书府后山(3),,,,,,,,,
50929,1015,12,1001,9,5092,509,京城,尚书府后山(3),,,,,,,,,
50931,1016,6,1002,1,5093,509,京城,尚书府后山(3),,,,,,,,,
50932,1017,2,1001,2,5093,509,京城,尚书府后山(3),,,,,,,,,
50933,1018,5,1002,3,5093,509,京城,尚书府后山(3),,,,,,,,,
50934,1019,8,1001,4,5093,509,京城,尚书府后山(3),,,,,,,,,
50935,1020,4,1002,5,5093,509,京城,尚书府后山(3),,,,,,,,,
50936,1017,7,1001,6,5093,509,京城,尚书府后山(3),,,,,,,,,
50937,1018,10,1002,7,5093,509,京城,尚书府后山(3),,,,,,,,,
50938,1019,11,1001,8,5093,509,京城,尚书府后山(3),,,,,,,,,
50939,1020,12,1002,9,5093,509,京城,尚书府后山(3),,,,,,,,,
51011,1021,3,1001,1,5101,510,京城,尚书府后山(4),,,,,,,,,
51012,1022,6,1002,2,5101,510,京城,尚书府后山(4),,,,,,,,,
51013,1023,9,1001,3,5101,510,京城,尚书府后山(4),,,,,,,,,
51014,1024,5,1002,4,5101,510,京城,尚书府后山(4),,,,,,,,,
51015,1025,4,1001,5,5101,510,京城,尚书府后山(4),,,,,,,,,
51016,1022,7,1002,6,5101,510,京城,尚书府后山(4),,,,,,,,,
51017,1023,10,1001,7,5101,510,京城,尚书府后山(4),,,,,,,,,
51018,1024,11,1002,8,5101,510,京城,尚书府后山(4),,,,,,,,,
51019,1025,12,1001,9,5101,510,京城,尚书府后山(4),,,,,,,,,
51021,1026,6,1002,1,5102,510,京城,尚书府后山(4),,,,,,,,,
51022,1027,5,1001,2,5102,510,京城,尚书府后山(4),,,,,,,,,
51023,1028,1,1002,3,5102,510,京城,尚书府后山(4),,,,,,,,,
51024,1029,4,1001,4,5102,510,京城,尚书府后山(4),,,,,,,,,
51025,1030,7,1002,5,5102,510,京城,尚书府后山(4),,,,,,,,,
51026,1027,8,1001,6,5102,510,京城,尚书府后山(4),,,,,,,,,
51027,1028,10,1002,7,5102,510,京城,尚书府后山(4),,,,,,,,,
51028,1029,11,1001,8,5102,510,京城,尚书府后山(4),,,,,,,,,
51029,1030,12,1002,9,5102,510,京城,尚书府后山(4),,,,,,,,,
51031,1031,3,1001,1,5103,510,京城,尚书府后山(4),,,,,,,,,
51032,1032,9,1002,2,5103,510,京城,尚书府后山(4),,,,,,,,,
51033,1033,5,1001,3,5103,510,京城,尚书府后山(4),,,,,,,,,
51034,1034,1,1002,4,5103,510,京城,尚书府后山(4),,,,,,,,,
51035,1035,4,1001,5,5103,510,京城,尚书府后山(4),,,,,,,,,
51036,1032,8,1002,6,5103,510,京城,尚书府后山(4),,,,,,,,,
51037,1033,10,1001,7,5103,510,京城,尚书府后山(4),,,,,,,,,
51038,1034,11,1002,8,5103,510,京城,尚书府后山(4),,,,,,,,,
51039,1035,12,1001,9,5103,510,京城,尚书府后山(4),,,,,,,,,
51111,1036,3,1002,1,5111,511,京城,尚书府后山(5),,,,,,,,,
51112,1037,9,1001,2,5111,511,京城,尚书府后山(5),,,,,,,,,
51113,1038,5,1002,3,5111,511,京城,尚书府后山(5),,,,,,,,,
51114,1039,4,1001,4,5111,511,京城,尚书府后山(5),,,,,,,,,
51115,1040,7,1002,5,5111,511,京城,尚书府后山(5),,,,,,,,,
51116,1037,8,1001,6,5111,511,京城,尚书府后山(5),,,,,,,,,
51117,1038,10,1002,7,5111,511,京城,尚书府后山(5),,,,,,,,,
51118,1039,11,1001,8,5111,511,京城,尚书府后山(5),,,,,,,,,
51119,1040,12,1002,9,5111,511,京城,尚书府后山(5),,,,,,,,,
51121,1041,9,1001,1,5112,511,京城,尚书府后山(5),,,,,,,,,
51122,1042,5,1002,2,5112,511,京城,尚书府后山(5),,,,,,,,,
51123,1043,8,1001,3,5112,511,京城,尚书府后山(5),,,,,,,,,
51124,1044,1,1002,4,5112,511,京城,尚书府后山(5),,,,,,,,,
51125,1045,7,1001,5,5112,511,京城,尚书府后山(5),,,,,,,,,
51126,1042,2,1002,6,5112,511,京城,尚书府后山(5),,,,,,,,,
51127,1043,10,1001,7,5112,511,京城,尚书府后山(5),,,,,,,,,
51128,1044,11,1002,8,5112,511,京城,尚书府后山(5),,,,,,,,,
51129,1045,12,1001,9,5112,511,京城,尚书府后山(5),,,,,,,,,
51131,1046,3,1002,1,5113,511,京城,尚书府后山(5),,,,,,,,,
51132,1047,2,1001,2,5113,511,京城,尚书府后山(5),,,,,,,,,
51133,1048,5,1002,3,5113,511,京城,尚书府后山(5),,,,,,,,,
51134,1049,1,1001,4,5113,511,京城,尚书府后山(5),,,,,,,,,
51135,1050,4,1002,5,5113,511,京城,尚书府后山(5),,,,,,,,,
51136,1047,7,1001,6,5113,511,京城,尚书府后山(5),,,,,,,,,
51137,1048,10,1002,7,5113,511,京城,尚书府后山(5),,,,,,,,,
51138,1049,11,1001,8,5113,511,京城,尚书府后山(5),,,,,,,,,
51139,1050,12,1002,9,5113,511,京城,尚书府后山(5),,,,,,,,,
51211,1051,9,1001,1,5121,512,京城,尚书府后山(6),,,,,,,,,
51212,1052,5,1002,2,5121,512,京城,尚书府后山(6),,,,,,,,,
51213,1053,8,1001,3,5121,512,京城,尚书府后山(6),,,,,,,,,
51214,1054,4,1002,4,5121,512,京城,尚书府后山(6),,,,,,,,,
51215,1055,7,1001,5,5121,512,京城,尚书府后山(6),,,,,,,,,
51216,1052,1,1002,6,5121,512,京城,尚书府后山(6),,,,,,,,,
51217,1053,10,1001,7,5121,512,京城,尚书府后山(6),,,,,,,,,
51218,1054,11,1002,8,5121,512,京城,尚书府后山(6),,,,,,,,,
51219,1055,12,1001,9,5121,512,京城,尚书府后山(6),,,,,,,,,
51221,1056,3,1002,1,5122,512,京城,尚书府后山(6),,,,,,,,,
51222,1057,9,1001,2,5122,512,京城,尚书府后山(6),,,,,,,,,
51223,1058,5,1002,3,5122,512,京城,尚书府后山(6),,,,,,,,,
51224,1059,1,1001,4,5122,512,京城,尚书府后山(6),,,,,,,,,
51225,1060,7,1002,5,5122,512,京城,尚书府后山(6),,,,,,,,,
51226,1057,8,1001,6,5122,512,京城,尚书府后山(6),,,,,,,,,
51227,1058,10,1002,7,5122,512,京城,尚书府后山(6),,,,,,,,,
51228,1059,11,1001,8,5122,512,京城,尚书府后山(6),,,,,,,,,
51229,1060,12,1002,9,5122,512,京城,尚书府后山(6),,,,,,,,,
51231,1061,3,1001,1,5123,512,京城,尚书府后山(6),,,,,,,,,
51232,1062,9,1002,2,5123,512,京城,尚书府后山(6),,,,,,,,,
51233,1063,2,1001,3,5123,512,京城,尚书府后山(6),,,,,,,,,
51234,1064,5,1002,4,5123,512,京城,尚书府后山(6),,,,,,,,,
51235,1065,1,1001,5,5123,512,京城,尚书府后山(6),,,,,,,,,
51236,1062,7,1002,6,5123,512,京城,尚书府后山(6),,,,,,,,,
51237,1063,10,1001,7,5123,512,京城,尚书府后山(6),,,,,,,,,
51238,1064,11,1002,8,5123,512,京城,尚书府后山(6),,,,,,,,,
51239,1065,12,1001,9,5123,512,京城,尚书府后山(6),,,,,,,,,
51311,1066,3,1002,1,5131,513,京城,蜘蛛林(1),,,,,,,,,
51312,1067,9,1001,2,5131,513,京城,蜘蛛林(1),,,,,,,,,
51313,1068,5,1002,3,5131,513,京城,蜘蛛林(1),,,,,,,,,
51314,1069,8,1001,4,5131,513,京城,蜘蛛林(1),,,,,,,,,
51315,1070,7,1002,5,5131,513,京城,蜘蛛林(1),,,,,,,,,
51316,1067,1,1001,6,5131,513,京城,蜘蛛林(1),,,,,,,,,
51317,1068,10,1002,7,5131,513,京城,蜘蛛林(1),,,,,,,,,
51318,1069,11,1001,8,5131,513,京城,蜘蛛林(1),,,,,,,,,
51319,1070,12,1002,9,5131,513,京城,蜘蛛林(1),,,,,,,,,
51321,1071,6,1001,1,5132,513,京城,蜘蛛林(1),,,,,,,,,
51322,1072,2,1002,2,5132,513,京城,蜘蛛林(1),,,,,,,,,
51323,1073,5,1001,3,5132,513,京城,蜘蛛林(1),,,,,,,,,
51324,1074,8,1002,4,5132,513,京城,蜘蛛林(1),,,,,,,,,
51325,1075,4,1001,5,5132,513,京城,蜘蛛林(1),,,,,,,,,
51326,1072,7,1002,6,5132,513,京城,蜘蛛林(1),,,,,,,,,
51327,1073,10,1001,7,5132,513,京城,蜘蛛林(1),,,,,,,,,
51328,1074,11,1002,8,5132,513,京城,蜘蛛林(1),,,,,,,,,
51329,1075,12,1001,9,5132,513,京城,蜘蛛林(1),,,,,,,,,
51331,1076,3,1002,1,5133,513,京城,蜘蛛林(1),,,,,,,,,
51332,1077,6,1001,2,5133,513,京城,蜘蛛林(1),,,,,,,,,
51333,1078,9,1002,3,5133,513,京城,蜘蛛林(1),,,,,,,,,
51334,1079,5,1001,4,5133,513,京城,蜘蛛林(1),,,,,,,,,
51335,1080,4,1002,5,5133,513,京城,蜘蛛林(1),,,,,,,,,
51336,1077,7,1001,6,5133,513,京城,蜘蛛林(1),,,,,,,,,
51337,1078,10,1002,7,5133,513,京城,蜘蛛林(1),,,,,,,,,
51338,1079,11,1001,8,5133,513,京城,蜘蛛林(1),,,,,,,,,
51339,1080,12,1002,9,5133,513,京城,蜘蛛林(1),,,,,,,,,
51411,1001,6,1001,1,5141,514,京城,蜘蛛林(2),,,,,,,,,
51412,1002,5,1002,2,5141,514,京城,蜘蛛林(2),,,,,,,,,
51413,1003,1,1001,3,5141,514,京城,蜘蛛林(2),,,,,,,,,
51414,1004,4,1002,4,5141,514,京城,蜘蛛林(2),,,,,,,,,
51415,1005,7,1001,5,5141,514,京城,蜘蛛林(2),,,,,,,,,
51416,1002,8,1002,6,5141,514,京城,蜘蛛林(2),,,,,,,,,
51417,1003,10,1001,7,5141,514,京城,蜘蛛林(2),,,,,,,,,
51418,1004,11,1002,8,5141,514,京城,蜘蛛林(2),,,,,,,,,
51419,1005,12,1001,9,5141,514,京城,蜘蛛林(2),,,,,,,,,
51421,1006,3,1002,1,5142,514,京城,蜘蛛林(2),,,,,,,,,
51422,1007,9,1001,2,5142,514,京城,蜘蛛林(2),,,,,,,,,
51423,1008,5,1002,3,5142,514,京城,蜘蛛林(2),,,,,,,,,
51424,1009,1,1001,4,5142,514,京城,蜘蛛林(2),,,,,,,,,
51425,1010,4,1002,5,5142,514,京城,蜘蛛林(2),,,,,,,,,
51426,1007,8,1001,6,5142,514,京城,蜘蛛林(2),,,,,,,,,
51427,1008,10,1002,7,5142,514,京城,蜘蛛林(2),,,,,,,,,
51428,1009,11,1001,8,5142,514,京城,蜘蛛林(2),,,,,,,,,
51429,1010,12,1002,9,5142,514,京城,蜘蛛林(2),,,,,,,,,
51431,1011,3,1001,1,5143,514,京城,蜘蛛林(2),,,,,,,,,
51432,1012,9,1002,2,5143,514,京城,蜘蛛林(2),,,,,,,,,
51433,1013,5,1001,3,5143,514,京城,蜘蛛林(2),,,,,,,,,
51434,1014,4,1002,4,5143,514,京城,蜘蛛林(2),,,,,,,,,
51435,1015,7,1001,5,5143,514,京城,蜘蛛林(2),,,,,,,,,
51436,1012,8,1002,6,5143,514,京城,蜘蛛林(2),,,,,,,,,
51437,1013,10,1001,7,5143,514,京城,蜘蛛林(2),,,,,,,,,
51438,1014,11,1002,8,5143,514,京城,蜘蛛林(2),,,,,,,,,
51439,1015,12,1001,9,5143,514,京城,蜘蛛林(2),,,,,,,,,
51511,1016,9,1002,1,5151,515,京城,蜘蛛林(3),,,,,,,,,
51512,1017,5,1001,2,5151,515,京城,蜘蛛林(3),,,,,,,,,
51513,1018,8,1002,3,5151,515,京城,蜘蛛林(3),,,,,,,,,
51514,1019,1,1001,4,5151,515,京城,蜘蛛林(3),,,,,,,,,
51515,1020,7,1002,5,5151,515,京城,蜘蛛林(3),,,,,,,,,
51516,1017,2,1001,6,5151,515,京城,蜘蛛林(3),,,,,,,,,
51517,1018,10,1002,7,5151,515,京城,蜘蛛林(3),,,,,,,,,
51518,1019,11,1001,8,5151,515,京城,蜘蛛林(3),,,,,,,,,
51519,1020,12,1002,9,5151,515,京城,蜘蛛林(3),,,,,,,,,
51521,1021,3,1001,1,5152,515,京城,蜘蛛林(3),,,,,,,,,
51522,1022,2,1002,2,5152,515,京城,蜘蛛林(3),,,,,,,,,
51523,1023,5,1001,3,5152,515,京城,蜘蛛林(3),,,,,,,,,
51524,1024,1,1002,4,5152,515,京城,蜘蛛林(3),,,,,,,,,
51525,1025,4,1001,5,5152,515,京城,蜘蛛林(3),,,,,,,,,
51526,1022,7,1002,6,5152,515,京城,蜘蛛林(3),,,,,,,,,
51527,1023,10,1001,7,5152,515,京城,蜘蛛林(3),,,,,,,,,
51528,1024,11,1002,8,5152,515,京城,蜘蛛林(3),,,,,,,,,
51529,1025,12,1001,9,5152,515,京城,蜘蛛林(3),,,,,,,,,
51531,1026,9,1002,1,5153,515,京城,蜘蛛林(3),,,,,,,,,
51532,1027,5,1001,2,5153,515,京城,蜘蛛林(3),,,,,,,,,
51533,1028,8,1002,3,5153,515,京城,蜘蛛林(3),,,,,,,,,
51534,1029,4,1001,4,5153,515,京城,蜘蛛林(3),,,,,,,,,
51535,1030,7,1002,5,5153,515,京城,蜘蛛林(3),,,,,,,,,
51536,1027,1,1001,6,5153,515,京城,蜘蛛林(3),,,,,,,,,
51537,1028,10,1002,7,5153,515,京城,蜘蛛林(3),,,,,,,,,
51538,1029,11,1001,8,5153,515,京城,蜘蛛林(3),,,,,,,,,
51539,1030,12,1002,9,5153,515,京城,蜘蛛林(3),,,,,,,,,
51611,1031,3,1001,1,5161,516,京城,蜘蛛林(4),,,,,,,,,
51612,1032,9,1002,2,5161,516,京城,蜘蛛林(4),,,,,,,,,
51613,1033,5,1001,3,5161,516,京城,蜘蛛林(4),,,,,,,,,
51614,1034,1,1002,4,5161,516,京城,蜘蛛林(4),,,,,,,,,
51615,1035,7,1001,5,5161,516,京城,蜘蛛林(4),,,,,,,,,
51616,1032,8,1002,6,5161,516,京城,蜘蛛林(4),,,,,,,,,
51617,1033,10,1001,7,5161,516,京城,蜘蛛林(4),,,,,,,,,
51618,1034,11,1002,8,5161,516,京城,蜘蛛林(4),,,,,,,,,
51619,1035,12,1001,9,5161,516,京城,蜘蛛林(4),,,,,,,,,
51621,1036,3,1002,1,5162,516,京城,蜘蛛林(4),,,,,,,,,
51622,1037,9,1001,2,5162,516,京城,蜘蛛林(4),,,,,,,,,
51623,1038,2,1002,3,5162,516,京城,蜘蛛林(4),,,,,,,,,
51624,1039,5,1001,4,5162,516,京城,蜘蛛林(4),,,,,,,,,
51625,1040,1,1002,5,5162,516,京城,蜘蛛林(4),,,,,,,,,
51626,1037,7,1001,6,5162,516,京城,蜘蛛林(4),,,,,,,,,
51627,1038,10,1002,7,5162,516,京城,蜘蛛林(4),,,,,,,,,
51628,1039,11,1001,8,5162,516,京城,蜘蛛林(4),,,,,,,,,
51629,1040,12,1002,9,5162,516,京城,蜘蛛林(4),,,,,,,,,
51631,1041,3,1001,1,5163,516,京城,蜘蛛林(4),,,,,,,,,
51632,1042,9,1002,2,5163,516,京城,蜘蛛林(4),,,,,,,,,
51633,1043,5,1001,3,5163,516,京城,蜘蛛林(4),,,,,,,,,
51634,1044,8,1002,4,5163,516,京城,蜘蛛林(4),,,,,,,,,
51635,1045,7,1001,5,5163,516,京城,蜘蛛林(4),,,,,,,,,
51636,1042,1,1002,6,5163,516,京城,蜘蛛林(4),,,,,,,,,
51637,1043,10,1001,7,5163,516,京城,蜘蛛林(4),,,,,,,,,
51638,1044,11,1002,8,5163,516,京城,蜘蛛林(4),,,,,,,,,
51639,1045,12,1001,9,5163,516,京城,蜘蛛林(4),,,,,,,,,
51711,1046,6,1002,1,5171,517,京城,蜘蛛林(5),,,,,,,,,
51712,1047,2,1001,2,5171,517,京城,蜘蛛林(5),,,,,,,,,
51713,1048,5,1002,3,5171,517,京城,蜘蛛林(5),,,,,,,,,
51714,1049,8,1001,4,5171,517,京城,蜘蛛林(5),,,,,,,,,
51715,1050,4,1002,5,5171,517,京城,蜘蛛林(5),,,,,,,,,
51716,1047,7,1001,6,5171,517,京城,蜘蛛林(5),,,,,,,,,
51717,1048,10,1002,7,5171,517,京城,蜘蛛林(5),,,,,,,,,
51718,1049,11,1001,8,5171,517,京城,蜘蛛林(5),,,,,,,,,
51719,1050,12,1002,9,5171,517,京城,蜘蛛林(5),,,,,,,,,
51721,1051,3,1001,1,5172,517,京城,蜘蛛林(5),,,,,,,,,
51722,1052,6,1002,2,5172,517,京城,蜘蛛林(5),,,,,,,,,
51723,1053,9,1001,3,5172,517,京城,蜘蛛林(5),,,,,,,,,
51724,1054,5,1002,4,5172,517,京城,蜘蛛林(5),,,,,,,,,
51725,1055,4,1001,5,5172,517,京城,蜘蛛林(5),,,,,,,,,
51726,1052,7,1002,6,5172,517,京城,蜘蛛林(5),,,,,,,,,
51727,1053,10,1001,7,5172,517,京城,蜘蛛林(5),,,,,,,,,
51728,1054,11,1002,8,5172,517,京城,蜘蛛林(5),,,,,,,,,
51729,1055,12,1001,9,5172,517,京城,蜘蛛林(5),,,,,,,,,
51731,1056,6,1002,1,5173,517,京城,蜘蛛林(5),,,,,,,,,
51732,1057,5,1001,2,5173,517,京城,蜘蛛林(5),,,,,,,,,
51733,1058,1,1002,3,5173,517,京城,蜘蛛林(5),,,,,,,,,
51734,1059,4,1001,4,5173,517,京城,蜘蛛林(5),,,,,,,,,
51735,1060,7,1002,5,5173,517,京城,蜘蛛林(5),,,,,,,,,
51736,1057,8,1001,6,5173,517,京城,蜘蛛林(5),,,,,,,,,
51737,1058,10,1002,7,5173,517,京城,蜘蛛林(5),,,,,,,,,
51738,1059,11,1001,8,5173,517,京城,蜘蛛林(5),,,,,,,,,
51739,1060,12,1002,9,5173,517,京城,蜘蛛林(5),,,,,,,,,
51811,1061,3,1001,1,5181,518,京城,蜘蛛林(6),,,,,,,,,
51812,1062,9,1002,2,5181,518,京城,蜘蛛林(6),,,,,,,,,
51813,1063,5,1001,3,5181,518,京城,蜘蛛林(6),,,,,,,,,
51814,1064,1,1002,4,5181,518,京城,蜘蛛林(6),,,,,,,,,
51815,1065,4,1001,5,5181,518,京城,蜘蛛林(6),,,,,,,,,
51816,1062,8,1002,6,5181,518,京城,蜘蛛林(6),,,,,,,,,
51817,1063,10,1001,7,5181,518,京城,蜘蛛林(6),,,,,,,,,
51818,1064,11,1002,8,5181,518,京城,蜘蛛林(6),,,,,,,,,
51819,1065,12,1001,9,5181,518,京城,蜘蛛林(6),,,,,,,,,
51821,1066,3,1002,1,5182,518,京城,蜘蛛林(6),,,,,,,,,
51822,1067,9,1001,2,5182,518,京城,蜘蛛林(6),,,,,,,,,
51823,1068,5,1002,3,5182,518,京城,蜘蛛林(6),,,,,,,,,
51824,1069,4,1001,4,5182,518,京城,蜘蛛林(6),,,,,,,,,
51825,1070,7,1002,5,5182,518,京城,蜘蛛林(6),,,,,,,,,
51826,1067,8,1001,6,5182,518,京城,蜘蛛林(6),,,,,,,,,
51827,1068,10,1002,7,5182,518,京城,蜘蛛林(6),,,,,,,,,
