副本ID,地图ID,副本难度,前置副本ID,副本名称,副本标签,需要体力,进入等级,是否是Boss,Boss缩略图,战斗地图,背景音乐,前置对话ID,战斗关卡1,战斗关卡2,战斗关卡3,战斗关卡4,战斗关卡5,客户端副本剧情描述,客户端展示资源掉落包ID,客户端展示道具掉落包ID,所属地图名,
60117,6,1,60116,天苍草原(5),17,5,41,0,ZhenYuMingWang,Xuyuhuanjingqi,Battle1.mp3,1001,6171,6172,6173,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蜀山,17
60118,6,1,60117,天苍草原(6),18,5,41,1,ZhiXiuHeShang,Xuyuhuanjingse,Battle1.mp3,1001,6181,6182,6183,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蜀山,18
60119,6,1,60118,天苍草原(7),19,5,41,0,ZhuBaJie,Zhizhulin,Battle1.mp3,1001,6191,6192,6193,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蜀山,19
60120,6,1,60119,天苍草原(8),20,5,41,0,ZiXiaXianZi,Bamboo,Battle1.mp3,1001,6201,6202,6203,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蜀山,20
60121,6,1,60120,天苍草原(9),21,5,41,1,ZiXuan,Bamboo1,Battle1.mp3,1001,6211,6212,6213,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蜀山,21
60122,6,1,60121,古藤林(1),22,5,41,0,BaiJingJing,Fenchang,Battle1.mp3,1001,6221,6222,6223,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蜀山,22
60123,6,1,60122,古藤林(2),23,5,41,0,ChengCaiYi,Fenchang1,Battle1.mp3,1001,6231,6232,6233,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蜀山,23
60124,6,1,60123,古藤林(3),24,5,41,1,ChiGuiWang,Gobi,Battle1.mp3,1001,6241,6242,6243,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蜀山,24
60125,6,1,60124,古藤林(4),25,5,41,0,DuGuYuYun,Gobi1,Battle1.mp3,1001,6251,6252,6253,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蜀山,25
60126,6,1,60125,古藤林(5),26,5,41,0,HuangTianHua,Guhua,Battle1.mp3,1001,6261,6262,6263,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蜀山,26
60127,6,1,60126,古藤林(6),27,5,41,1,HuXiMei,Guhua1,Battle1.mp3,1001,6271,6272,6273,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蜀山,27
60128,6,1,60127,古藤林(7),28,5,41,0,Lang3,Gutenglin,Battle1.mp3,1001,6281,6282,6283,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蜀山,28
60129,6,1,60128,古藤林(8),29,5,41,0,LeiZhenZi,Huanggong,Battle1.mp3,1001,6291,6292,6293,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蜀山,29
60130,6,1,60129,古藤林(9),30,5,41,1,LinYueRu,Lianyaota,Battle1.mp3,1001,6301,6302,6303,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蜀山,30
60231,6,2,60130,须臾幻境酒(1),1,5,41,0,ShaSeng,Fenchang1,Battle1.mp3,1001,6011,6012,6013,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蜀山,31
60232,6,2,60231,须臾幻境酒(2),2,5,41,0,ShenGongBao,Gobi,Battle1.mp3,1001,6021,6022,6023,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蜀山,32
60233,6,2,60232,须臾幻境酒(3),3,5,41,1,ShiZhangLao,Gobi1,Battle1.mp3,1001,6031,6032,6033,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蜀山,33
60234,6,2,60233,须臾幻境色(1),4,5,41,0,ShuYao4,Guhua,Battle1.mp3,1001,6041,6042,6043,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蜀山,34
60235,6,2,60234,须臾幻境色(2),5,5,41,0,ShuYao5,Guhua1,Battle1.mp3,1001,6051,6052,6053,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蜀山,35
60236,6,2,60235,须臾幻境色(3),6,5,41,1,ShuYao3,Gutenglin,Battle1.mp3,1001,6061,6062,6063,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蜀山,36
60237,6,2,60236,须臾幻境财(1),7,5,41,0,SunWuKong,Huanggong,Battle1.mp3,1001,6071,6072,6073,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蜀山,37
60238,6,2,60237,须臾幻境财(2),8,5,41,0,SuDaJi,Lianyaota,Battle1.mp3,1001,6081,6082,6083,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蜀山,38
60239,6,2,60238,须臾幻境财(3),9,5,41,1,TianGuiHuang,Plane,Battle1.mp3,1001,6091,6092,6093,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蜀山,39
60240,6,2,60239,须臾幻境气(1),10,5,41,0,XianGuan,Plane1,Battle1.mp3,1001,6101,6102,6103,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蜀山,40
60241,6,2,60240,须臾幻境气(2),11,5,41,0,XieZiJing,Shangfuhoushan,Battle1.mp3,1001,6111,6112,6113,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蜀山,41
60242,6,2,60241,须臾幻境气(3),12,5,41,1,XingTian,Shanlu,Battle1.mp3,1001,6121,6122,6123,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蜀山,42
60243,6,2,60242,天苍草原(1),13,5,41,0,YangJian,Shanlu1,Battle1.mp3,1001,6131,6132,6133,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蜀山,43
60244,6,2,60243,天苍草原(2),14,5,41,0,YuShiPiPa,Shushangudao,Battle1.mp3,1001,6141,6142,6143,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蜀山,44
60245,6,2,60244,天苍草原(3),15,5,41,1,YuZuHong,Xuyuhuanjingcai,Battle1.mp3,1001,6151,6152,6153,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蜀山,45
60246,6,2,60245,天苍草原(4),16,5,41,0,ZhaoLingEr,Xuyuhuanjingjiu,Battle1.mp3,1001,6161,6162,6163,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蜀山,46
60247,6,2,60246,天苍草原(5),17,5,41,0,ZhenYuMingWang,Xuyuhuanjingqi,Battle1.mp3,1001,6171,6172,6173,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蜀山,47
60248,6,2,60247,天苍草原(6),18,5,41,1,ZhiXiuHeShang,Xuyuhuanjingse,Battle1.mp3,1001,6181,6182,6183,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蜀山,48
60249,6,2,60248,天苍草原(7),19,5,41,0,ZhuBaJie,Zhizhulin,Battle1.mp3,1001,6191,6192,6193,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蜀山,49
60250,6,2,60249,天苍草原(8),20,5,41,0,ZiXiaXianZi,Bamboo,Battle1.mp3,1001,6201,6202,6203,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蜀山,50
60251,6,2,60250,天苍草原(9),21,5,41,1,ZiXuan,Bamboo1,Battle1.mp3,1001,6211,6212,6213,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蜀山,51
60252,6,2,60251,古藤林(1),22,5,41,0,BaiJingJing,Fenchang,Battle1.mp3,1001,6221,6222,6223,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蜀山,52
60253,6,2,60252,古藤林(2),23,5,41,0,ChengCaiYi,Fenchang1,Battle1.mp3,1001,6231,6232,6233,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蜀山,53
60254,6,2,60253,古藤林(3),24,5,41,1,ChiGuiWang,Gobi,Battle1.mp3,1001,6241,6242,6243,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蜀山,54
60255,6,2,60254,古藤林(4),25,5,41,0,DuGuYuYun,Gobi1,Battle1.mp3,1001,6251,6252,6253,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蜀山,55
60256,6,2,60255,古藤林(5),26,5,41,0,HuangTianHua,Guhua,Battle1.mp3,1001,6261,6262,6263,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蜀山,56
60257,6,2,60256,古藤林(6),27,5,41,1,HuXiMei,Guhua1,Battle1.mp3,1001,6271,6272,6273,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蜀山,57
60258,6,2,60257,古藤林(7),28,5,41,0,Lang3,Gutenglin,Battle1.mp3,1001,6281,6282,6283,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蜀山,58
60259,6,2,60258,古藤林(8),29,5,41,0,LeiZhenZi,Huanggong,Battle1.mp3,1001,6291,6292,6293,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蜀山,59
60260,6,2,60259,古藤林(9),30,5,41,1,LinYueRu,Lianyaota,Battle1.mp3,1001,6301,6302,6303,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蜀山,60
60361,6,3,60260,须臾幻境酒(1),1,5,41,0,ShaSeng,Fenchang1,Battle1.mp3,1001,6011,6012,6013,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蜀山,61
60362,6,3,60361,须臾幻境酒(2),2,5,41,0,ShenGongBao,Gobi,Battle1.mp3,1001,6021,6022,6023,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蜀山,62
60363,6,3,60362,须臾幻境酒(3),3,5,41,1,ShiZhangLao,Gobi1,Battle1.mp3,1001,6031,6032,6033,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蜀山,63
60364,6,3,60363,须臾幻境色(1),4,5,41,0,ShuYao4,Guhua,Battle1.mp3,1001,6041,6042,6043,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蜀山,64
60365,6,3,60364,须臾幻境色(2),5,5,41,0,ShuYao5,Guhua1,Battle1.mp3,1001,6051,6052,6053,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蜀山,65
60366,6,3,60365,须臾幻境色(3),6,5,41,1,ShuYao3,Gutenglin,Battle1.mp3,1001,6061,6062,6063,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蜀山,66
60367,6,3,60366,须臾幻境财(1),7,5,41,0,SunWuKong,Huanggong,Battle1.mp3,1001,6071,6072,6073,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蜀山,67
60368,6,3,60367,须臾幻境财(2),8,5,41,0,SuDaJi,Lianyaota,Battle1.mp3,1001,6081,6082,6083,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蜀山,68
60369,6,3,60368,须臾幻境财(3),9,5,41,1,TianGuiHuang,Plane,Battle1.mp3,1001,6091,6092,6093,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蜀山,69
60370,6,3,60369,须臾幻境气(1),10,5,41,0,XianGuan,Plane1,Battle1.mp3,1001,6101,6102,6103,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蜀山,70
60371,6,3,60370,须臾幻境气(2),11,5,41,0,XieZiJing,Shangfuhoushan,Battle1.mp3,1001,6111,6112,6113,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蜀山,71
60372,6,3,60371,须臾幻境气(3),12,5,41,1,XingTian,Shanlu,Battle1.mp3,1001,6121,6122,6123,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蜀山,72
60373,6,3,60372,天苍草原(1),13,5,41,0,YangJian,Shanlu1,Battle1.mp3,1001,6131,6132,6133,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蜀山,73
60374,6,3,60373,天苍草原(2),14,5,41,0,YuShiPiPa,Shushangudao,Battle1.mp3,1001,6141,6142,6143,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蜀山,74
60375,6,3,60374,天苍草原(3),15,5,41,1,YuZuHong,Xuyuhuanjingcai,Battle1.mp3,1001,6151,6152,6153,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蜀山,75
60376,6,3,60375,天苍草原(4),16,5,41,0,ZhaoLingEr,Xuyuhuanjingjiu,Battle1.mp3,1001,6161,6162,6163,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蜀山,76
60377,6,3,60376,天苍草原(5),17,5,41,0,ZhenYuMingWang,Xuyuhuanjingqi,Battle1.mp3,1001,6171,6172,6173,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蜀山,77
60378,6,3,60377,天苍草原(6),18,5,41,1,ZhiXiuHeShang,Xuyuhuanjingse,Battle1.mp3,1001,6181,6182,6183,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蜀山,78
60379,6,3,60378,天苍草原(7),19,5,41,0,ZhuBaJie,Zhizhulin,Battle1.mp3,1001,6191,6192,6193,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蜀山,79
60380,6,3,60379,天苍草原(8),20,5,41,0,ZiXiaXianZi,Bamboo,Battle1.mp3,1001,6201,6202,6203,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蜀山,80
60381,6,3,60380,天苍草原(9),21,5,41,1,ZiXuan,Bamboo1,Battle1.mp3,1001,6211,6212,6213,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蜀山,81
60382,6,3,60381,古藤林(1),22,5,41,0,BaiJingJing,Fenchang,Battle1.mp3,1001,6221,6222,6223,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蜀山,82
60383,6,3,60382,古藤林(2),23,5,41,0,ChengCaiYi,Fenchang1,Battle1.mp3,1001,6231,6232,6233,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蜀山,83
60384,6,3,60383,古藤林(3),24,5,41,1,ChiGuiWang,Gobi,Battle1.mp3,1001,6241,6242,6243,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蜀山,84
60385,6,3,60384,古藤林(4),25,5,41,0,DuGuYuYun,Gobi1,Battle1.mp3,1001,6251,6252,6253,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蜀山,85
60386,6,3,60385,古藤林(5),26,5,41,0,HuangTianHua,Guhua,Battle1.mp3,1001,6261,6262,6263,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蜀山,86
60387,6,3,60386,古藤林(6),27,5,41,1,HuXiMei,Guhua1,Battle1.mp3,1001,6271,6272,6273,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蜀山,87
60388,6,3,60387,古藤林(7),28,5,41,0,Lang3,Gutenglin,Battle1.mp3,1001,6281,6282,6283,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蜀山,88
60389,6,3,60388,古藤林(8),29,5,41,0,LeiZhenZi,Huanggong,Battle1.mp3,1001,6291,6292,6293,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蜀山,89
60390,6,3,60389,古藤林(9),30,5,41,1,LinYueRu,Lianyaota,Battle1.mp3,1001,6301,6302,6303,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蜀山,90
70101,7,1,60130,蜀山古道(1),1,5,51,0,ShaSeng,Plane,Battle1.mp3,1001,7011,7012,7013,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,雷州城,1
70102,7,1,70101,蜀山古道(2),2,5,51,0,ShenGongBao,Plane1,Battle1.mp3,1001,7021,7022,7023,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,雷州城,2
70103,7,1,70102,蜀山古道(3),3,5,51,1,ShiZhangLao,Shangfuhoushan,Battle1.mp3,1001,7031,7032,7033,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,雷州城,3
70104,7,1,70103,蜀山古道(4),4,5,51,0,ShuYao4,Shanlu,Battle1.mp3,1001,7041,7042,7043,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,雷州城,4
70105,7,1,70104,蜀山古道(5),5,5,51,0,ShuYao5,Shanlu1,Battle1.mp3,1001,7051,7052,7053,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,雷州城,5
70106,7,1,70105,蜀山古道(6),6,5,51,1,ShuYao3,Shushangudao,Battle1.mp3,1001,7061,7062,7063,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,雷州城,6
70107,7,1,70106,蜀山古道(7),7,5,51,0,SunWuKong,Xuyuhuanjingcai,Battle1.mp3,1001,7071,7072,7073,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,雷州城,7
70108,7,1,70107,蜀山古道(8),8,5,51,0,SuDaJi,Xuyuhuanjingjiu,Battle1.mp3,1001,7081,7082,7083,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,雷州城,8
70109,7,1,70108,蜀山古道(9),9,5,51,1,TianGuiHuang,Xuyuhuanjingqi,Battle1.mp3,1001,7091,7092,7093,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,雷州城,9
70110,7,1,70109,锁妖塔(1),10,5,51,0,XianGuan,Xuyuhuanjingse,Battle1.mp3,1001,7101,7102,7103,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,雷州城,10
70111,7,1,70110,锁妖塔(2),11,5,51,0,XieZiJing,Zhizhulin,Battle1.mp3,1001,7111,7112,7113,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,雷州城,11
70112,7,1,70111,锁妖塔(3),12,5,51,1,XingTian,Bamboo,Battle1.mp3,1001,7121,7122,7123,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,雷州城,12
70113,7,1,70112,锁妖塔(4),13,5,51,0,YangJian,Bamboo1,Battle1.mp3,1001,7131,7132,7133,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,雷州城,13
70114,7,1,70113,锁妖塔(5),14,5,51,0,YuShiPiPa,Fenchang,Battle1.mp3,1001,7141,7142,7143,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,雷州城,14
70115,7,1,70114,锁妖塔(6),15,5,51,1,YuZuHong,Fenchang1,Battle1.mp3,1001,7151,7152,7153,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,雷州城,15
70116,7,1,70115,锁妖塔(7),16,5,51,0,ZhaoLingEr,Gobi,Battle1.mp3,1001,7161,7162,7163,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,雷州城,16
70117,7,1,70116,锁妖塔(8),17,5,51,0,ZhenYuMingWang,Gobi1,Battle1.mp3,1001,7171,7172,7173,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,雷州城,17
70118,7,1,70117,锁妖塔(9),18,5,51,1,ZhiXiuHeShang,Guhua,Battle1.mp3,1001,7181,7182,7183,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,雷州城,18
70119,7,1,70118,天书画卷(1),19,5,51,0,ZhuBaJie,Guhua1,Battle1.mp3,1001,7191,7192,7193,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,雷州城,19
70120,7,1,70119,天书画卷(2),20,5,51,0,ZiXiaXianZi,Gutenglin,Battle1.mp3,1001,7201,7202,7203,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,雷州城,20
70121,7,1,70120,天书画卷(3),21,5,51,1,ZiXuan,Huanggong,Battle1.mp3,1001,7211,7212,7213,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,雷州城,21
70122,7,1,70121,天书画卷(4),22,5,51,0,BaiJingJing,Lianyaota,Battle1.mp3,1001,7221,7222,7223,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,雷州城,22
70123,7,1,70122,天书画卷(5),23,5,51,0,ChengCaiYi,Plane,Battle1.mp3,1001,7231,7232,7233,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,雷州城,23
70124,7,1,70123,天书画卷(6),24,5,51,1,ChiGuiWang,Plane1,Battle1.mp3,1001,7241,7242,7243,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,雷州城,24
70125,7,1,70124,天书画卷(7),25,5,51,0,DuGuYuYun,Shangfuhoushan,Battle1.mp3,1001,7251,7252,7253,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,雷州城,25
70126,7,1,70125,天书画卷(8),26,5,51,0,HuangTianHua,Shanlu,Battle1.mp3,1001,7261,7262,7263,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,雷州城,26
70127,7,1,70126,天书画卷(9),27,5,51,1,HuXiMei,Shanlu1,Battle1.mp3,1001,7271,7272,7273,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,雷州城,27
70228,7,2,70127,蜀山古道(1),1,5,51,0,ShaSeng,Plane,Battle1.mp3,1001,7011,7012,7013,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,雷州城,28
70229,7,2,70228,蜀山古道(2),2,5,51,0,ShenGongBao,Plane1,Battle1.mp3,1001,7021,7022,7023,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,雷州城,29
70230,7,2,70229,蜀山古道(3),3,5,51,1,ShiZhangLao,Shangfuhoushan,Battle1.mp3,1001,7031,7032,7033,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,雷州城,30
70231,7,2,70230,蜀山古道(4),4,5,51,0,ShuYao4,Shanlu,Battle1.mp3,1001,7041,7042,7043,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,雷州城,31
70232,7,2,70231,蜀山古道(5),5,5,51,0,ShuYao5,Shanlu1,Battle1.mp3,1001,7051,7052,7053,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,雷州城,32
70233,7,2,70232,蜀山古道(6),6,5,51,1,ShuYao3,Shushangudao,Battle1.mp3,1001,7061,7062,7063,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,雷州城,33
70234,7,2,70233,蜀山古道(7),7,5,51,0,SunWuKong,Xuyuhuanjingcai,Battle1.mp3,1001,7071,7072,7073,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,雷州城,34
70235,7,2,70234,蜀山古道(8),8,5,51,0,SuDaJi,Xuyuhuanjingjiu,Battle1.mp3,1001,7081,7082,7083,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,雷州城,35
70236,7,2,70235,蜀山古道(9),9,5,51,1,TianGuiHuang,Xuyuhuanjingqi,Battle1.mp3,1001,7091,7092,7093,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,雷州城,36
70237,7,2,70236,锁妖塔(1),10,5,51,0,XianGuan,Xuyuhuanjingse,Battle1.mp3,1001,7101,7102,7103,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,雷州城,37
70238,7,2,70237,锁妖塔(2),11,5,51,0,XieZiJing,Zhizhulin,Battle1.mp3,1001,7111,7112,7113,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,雷州城,38
